listing_number,property_type,furnished,pets_allowed,backup_water,bedrooms,bathrooms,kitchen,lounge,dining_room,parking,garden,pool,garage,erf_size (m²),floor_area (m²),suburb,city,province,price_type,price (ZAR)
115671225,House,No,Yes,Unknown,5,3,1,1,1,1,1,1,2,354.0,128.0,Fichardt Park,Bloemfontein,Free State,Per Month,17200.0
115714320,Townhouse,Unknown,No,Unknown,2,1,1,1,1,1,1,0,2,179.5,101.28571428571429,Langenhovenpark,Bloemfontein,Free State,Per Month,8600.0
115668930,Apartment / Flat,No,No,Unknown,4,2,1,1,1,1,1,0,1,133.0,133.0,Willows,Bloemfontein,Free State,Per Month,3000.0
115640162,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,200.0,Hamilton,Bloemfontein,Free State,Per Month,87000.0
115724778,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Navalsig,Bloemfontein,Free State,Per Month,6050.0
114577028,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,62.0,Langenhovenpark,Bloemfontein,Free State,Per Month,4000.0
115651515,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,238.44444444444446,50.0,Westdene,Bloemfontein,Free State,Per Month,7250.0
109169231,Commercial,No,No,Unknown,1,2,1,1,1,3,5,0,5,477.09090909090907,600.0,Bloemfontein Central,Bloemfontein,Free State,Per Month,35000.0
112371333,Townhouse,Unknown,No,Unknown,3,2,1,1,1,1,1,0,2,354.0,147.0,Pentagon Park,Bloemfontein,Free State,Per Month,11450.0
115710499,Townhouse,No,No,Unknown,2,1,1,1,1,2,1,0,1,174.66666666666666,114.0,Hospitaalpark,Bloemfontein,Free State,Per Month,7887.0
115533640,Industrial,Unknown,No,Unknown,2,3,2,0,0,4,0,0,0,354.0,363.5,Oos Einde,Bloemfontein,Free State,Per m²,85.0
101990104,Apartment / Flat,Yes,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Bainsvlei,Bloemfontein,Free State,Per Month,4900.0
115533885,Industrial,Unknown,No,Unknown,2,2,1,0,0,3,0,0,0,354.0,605.0,Oos Einde,Bloemfontein,Free State,Per m²,60.0
115719742,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,92.5,Universitas,Bloemfontein,Free State,Per Month,6182.0
115698481,Townhouse,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Bayswater,Bloemfontein,Free State,Per Month,7000.0
115613693,House,No,Yes,Unknown,3,1,1,1,1,2,1,0,2,309.0,311.0,Mandela View,Bloemfontein,Free State,Per Month,6500.0
115669393,House,No,Yes,Unknown,4,1,1,1,1,2,1,0,2,929.0,144.0,Generaal De Wet,Bloemfontein,Free State,Per Month,11000.0
115675378,Townhouse,Unknown,No,Unknown,4,3,1,1,1,1,2,0,1,354.0,275.0,Shellyvale,Bloemfontein,Free State,Per Month,18000.0
115674870,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,480.0,250.0,Hamilton,Bloemfontein,Free State,Per Month,11000.0
115003711,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,200.0,Dan Pienaar,Bloemfontein,Free State,Per Month,3900.0
110101626,Townhouse,No,No,Unknown,2,1,1,1,1,1,1,0,1,179.5,86.0,Langenhovenpark,Bloemfontein,Free State,Per Month,7200.0
115648286,Apartment / Flat,No,No,No,2,1,1,1,1,1,1,0,1,354.0,200.0,Helicon Heights,Bloemfontein,Free State,Per Month,5500.0
115685157,Townhouse,No,Yes,Unknown,2,2,1,1,1,1,1,0,1,200.0,88.0,Quaggafontein,Bloemfontein,Free State,Per Month,7100.0
115683843,House,No,Yes,Unknown,3,2,1,1,1,1,2,0,2,354.0,200.0,Vista Park,Bloemfontein,Free State,Per Month,9200.0
115121518,Townhouse,No,No,Unknown,3,2,1,1,1,2,1,0,1,354.0,100.0,Waverley,Bloemfontein,Free State,Per Month,7500.0
115687442,Townhouse,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Hillside,Bloemfontein,Free State,Per Month,7650.0
115599085,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,200.0,59.0,Pellissier,Bloemfontein,Free State,Per Month,5460.0
115703137,Apartment / Flat,No,No,Unknown,2,1,1,1,1,2,1,0,1,354.0,66.0,Vredenhof SH,Bloemfontein,Free State,Per Month,7200.0
112575851,House,No,Yes,Unknown,3,2,1,1,1,2,2,0,2,354.0,200.0,Universitas Ridge,Bloemfontein,Free State,Per Month,10600.0
115535478,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Brandwag,Bloemfontein,Free State,Per Month,7700.0
115694691,Townhouse,No,Yes,No,3,2,1,1,1,1,1,0,1,354.0,200.0,Douglas Valley,Bloemfontein,Free State,Per Month,11500.0
115648575,House,No,Yes,Unknown,3,2,1,1,1,2,2,0,2,86.0,86.0,Universitas,Bloemfontein,Free State,Per Month,16500.0
115680340,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,1,1,354.0,62.0,Langenhovenpark,Bloemfontein,Free State,Per Month,5400.0
115674980,Townhouse,No,Yes,Unknown,3,2,1,1,1,2,1,0,2,354.0,147.0,Pentagon Park,Bloemfontein,Free State,Per Month,16500.0
115422997,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,146.0,146.0,Dan Pienaar,Bloemfontein,Free State,Per m²,200.0
115593972,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,238.44444444444446,140.0,Westdene,Bloemfontein,Free State,Per Month,17500.0
115674461,House,Unknown,Yes,Unknown,4,2,1,1,1,2,1,0,2,354.0,156.0,Langenhovenpark,Bloemfontein,Free State,Per Month,16500.0
115642494,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,585.0,600.0,Hilton,Bloemfontein,Free State,Per Month,30000.0
115683444,House,No,Yes,Unknown,4,2,1,1,1,1,1,0,2,354.0,200.0,Universitas Ridge,Bloemfontein,Free State,Per Month,12800.0
115668169,Commercial,Unknown,No,Unknown,1,1,1,1,1,5,5,0,5,354.0,200.0,Wilgehof,Bloemfontein,Free State,Per Month,6680.0
115696992,Townhouse,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Navalsig,Bloemfontein,Free State,Per Month,7420.0
115678099,Townhouse,No,No,Unknown,3,2,1,1,1,1,1,0,1,354.0,118.5,Westdene,Bloemfontein,Free State,Per Month,8800.0
114953775,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Navalsig,Bloemfontein,Free State,Per Month,4880.0
115618745,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,550.0,700.0,Hamilton,Bloemfontein,Free State,Per Month,28000.0
104937215,Townhouse,Unknown,Yes,Unknown,3,2,1,1,1,2,1,0,2,354.0,165.0,Shellyvale,Bloemfontein,Free State,Per Month,13050.0
115610255,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,990.0,150.0,Westdene,Bloemfontein,Free State,Per Month,15000.0
113341099,Townhouse,No,Yes,Unknown,2,2,1,1,1,1,1,0,1,354.0,200.0,Fichardt Park,Bloemfontein,Free State,Per Month,8900.0
115681535,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,145.0,76.5,Westdene,Bloemfontein,Free State,Per Month,5800.0
115685135,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Vredenhof SH,Bloemfontein,Free State,Per Month,4300.0
115719334,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,145.0,76.5,Westdene,Bloemfontein,Free State,Per Month,5141.0
115293233,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,145.0,76.5,Westdene,Bloemfontein,Free State,Per Month,4860.0
103557557,Townhouse,Unknown,Yes,Unknown,2,1,1,1,1,2,1,0,1,354.0,87.0,Noordhoek,Bloemfontein,Free State,Per Month,6400.0
111579145,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Brandwag,Bloemfontein,Free State,Per Month,4305.0
115714033,Townhouse,No,Yes,Unknown,2,1,1,1,1,1,1,0,1,179.5,101.28571428571429,Langenhovenpark,Bloemfontein,Free State,Per Month,7500.0
115185040,Apartment / Flat,No,Yes,Unknown,1,1,1,1,1,1,1,1,1,354.0,200.0,Dan Pienaar,Bloemfontein,Free State,Per Month,5300.0
115397016,Industrial,Unknown,No,Unknown,2,2,1,0,0,2,0,0,0,242.0,190.0,Oos Einde,Bloemfontein,Free State,Per Month,9168.0
115720337,House,No,Yes,Unknown,3,2,1,1,1,2,1,1,1,354.0,276.0,Pellissier,Bloemfontein,Free State,Per Month,14000.0
115419580,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,173.0,Fichardt Park,Bloemfontein,Free State,Per m²,185.0
115687027,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,342.85714285714283,Brandwag,Bloemfontein,Free State,Per m²,160.0
115661477,House,Unknown,Yes,Unknown,4,2,1,1,1,1,1,0,2,354.0,128.0,Fichardt Park,Bloemfontein,Free State,Per Month,12000.0
115199099,Townhouse,No,Yes,Unknown,3,2,1,1,1,1,1,0,1,354.0,128.0,Pellissier,Bloemfontein,Free State,Per Month,8500.0
114952090,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,133.0,133.0,Willows,Bloemfontein,Free State,Per Month,2800.0
115670449,Townhouse,No,Yes,Unknown,3,2,1,1,1,1,1,0,1,354.0,200.0,Hillside,Bloemfontein,Free State,Per Month,13475.0
114068481,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,680.0,243.0,Quaggafontein,Bloemfontein,Free State,Per Month,14950.0
115670326,Apartment / Flat,Unknown,No,Unknown,3,1,1,1,1,2,1,0,1,354.0,73.75,Langenhovenpark,Bloemfontein,Free State,Per Month,7200.0
115684186,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,212.0,212.0,Spitskop SH,Bloemfontein,Free State,Per Month,27900.0
115202147,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Navalsig,Bloemfontein,Free State,Per Month,6050.0
115696824,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,990.0,345.0,Park West,Bloemfontein,Free State,Per m²,165.0
115718818,Townhouse,No,No,Unknown,3,2,1,1,1,1,1,0,2,354.0,200.0,Dan Pienaar,Bloemfontein,Free State,Per Month,14500.0
109651284,House,No,Yes,Unknown,3,3,1,1,1,2,2,0,2,354.0,239.0,Dan Pienaar,Bloemfontein,Free State,Per Month,16650.0
111258086,House,Unknown,Yes,No,3,1,1,1,1,1,2,0,2,363.0,231.0,Ehrlich Park,Bloemfontein,Free State,Per Month,7000.0
115685148,House,No,Yes,Unknown,3,2,1,1,1,2,2,0,1,354.0,200.0,Willows,Bloemfontein,Free State,Per Month,6995.0
115692738,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Fichardt Park,Bloemfontein,Free State,Per Month,6000.0
115689949,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,354.0,363.5,Oos Einde,Bloemfontein,Free State,Per m²,45.0
115695036,Apartment / Flat,Unknown,Yes,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Fleurdal,Bloemfontein,Free State,Per Month,5300.0
115670471,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,62.0,Langenhovenpark,Bloemfontein,Free State,Per Month,6200.0
115718698,Townhouse,Unknown,No,Unknown,2,2,1,1,1,1,1,0,2,179.5,101.28571428571429,Langenhovenpark,Bloemfontein,Free State,Per Month,9000.0
112507897,Townhouse,No,Yes,Unknown,2,1,1,1,1,1,1,0,1,354.0,86.0,Universitas,Bloemfontein,Free State,Per Month,7600.0
115389172,Townhouse,No,Yes,No,5,2,1,1,1,4,1,1,1,250.0,130.0,Langenhovenpark,Bloemfontein,Free State,Per Month,14000.0
115682209,Townhouse,Unknown,No,Unknown,3,2,1,1,1,1,1,0,2,354.0,200.0,Wild Olive Estate,Bloemfontein,Free State,Per Month,11800.0
115597474,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,430.0,430.0,Oos Einde,Bloemfontein,Free State,Per Month,25000.0
115600805,Townhouse,No,Yes,Unknown,3,2,1,1,1,1,1,0,1,354.0,134.0,Woodland Hills Wildlife Estate,Bloemfontein,Free State,Per Month,13000.0
115706832,Townhouse,No,No,Unknown,2,2,1,1,1,1,1,0,1,354.0,140.33333333333334,Woodland Hills Wildlife Estate,Bloemfontein,Free State,Per Month,14000.0
115607171,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,156.0,Westdene,Bloemfontein,Free State,Per m²,134.0
115687546,House,Unknown,Yes,Unknown,5,3,1,1,1,1,1,1,2,354.0,200.0,Heuwelsig,Bloemfontein,Free State,Per Month,25000.0
113578948,Townhouse,No,Yes,Unknown,2,2,1,1,1,1,1,0,1,354.0,200.0,Douglas Valley,Bloemfontein,Free State,Per Month,7800.0
115681926,Townhouse,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Pentagon Park,Bloemfontein,Free State,Per Month,6200.0
106922117,House,No,No,Unknown,3,2,1,1,1,2,2,0,2,338.0,337.0,Ehrlich Park,Bloemfontein,Free State,Per Month,8500.0
115537899,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,55.0,55.0,Foreshore,Cape Town,Western Cape,Per Month,19500.0
115645859,Commercial,Unknown,No,No,1,2,1,1,1,3,5,0,5,325.0,325.0,Woodstock,Cape Town,Western Cape,Per Month,40625.0
115809941,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,138.17241379310346,103.31395348837209,Cape Town City Centre,Cape Town,Western Cape,Per Month,15000.0
111253219,Apartment / Flat,Yes,No,Unknown,2,1,1,1,1,1,1,0,1,753.0,166.0,Sea Point,Cape Town,Western Cape,Per Month,28000.0
115682902,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,325.0,344.3333333333333,Capricorn,Polokwane,Limpopo,Per Month,21341.0
115485069,Industrial,No,No,No,2,4,1,0,0,0,0,0,0,604.5,602.25,Claremont,Cape Town,Western Cape,Per Month,145920.0
112562591,House,Yes,No,Unknown,1,1,1,1,1,1,2,0,2,354.0,51.0,Bergvliet,Cape Town,Western Cape,Per Month,13500.0
114874839,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Claremont,Cape Town,Western Cape,Per Month,8000.0
115774877,Apartment / Flat,Yes,No,Unknown,2,2,1,1,1,1,1,0,1,317.25,130.0,Cape Town City Centre,Cape Town,Western Cape,Per Month,45000.0
115601727,Commercial,Unknown,No,Unknown,1,2,1,1,1,4,5,0,5,179.0,179.0,De Waterkant,Cape Town,Western Cape,Per Month,35800.0
115599898,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,131.0,131.0,Newlands,Johannesburg,Gauteng,Per Month,25000.0
115481828,Commercial,Unknown,No,No,1,1,1,1,1,3,5,0,5,307.0,307.0,Southfield,Cape Town,Western Cape,Per Month,32235.0
115275673,Apartment / Flat,Yes,No,Unknown,2,3,1,1,1,1,1,0,1,153.5625,116.0,Sea Point,Cape Town,Western Cape,Per Month,35000.0
115487290,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,792.5,834.4117647058823,Airport Industria,Cape Town,Western Cape,Per Month,115400.0
115669396,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,418.77777777777777,499.0,Mowbray,Cape Town,Western Cape,Per Month,67031.0
115812345,House,Yes,Yes,Unknown,4,4,1,1,1,2,2,1,2,865.5,200.0,Llandudno,Cape Town,Western Cape,Per Month,130000.0
115752498,Commercial,Unknown,No,Unknown,1,5,1,1,1,5,5,0,5,600.0,600.0,Cape Town City Centre,Cape Town,Western Cape,Per Month,110000.0
115485112,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,225.0,225.0,Gardens,Cape Town,Western Cape,Per Month,45000.0
115485109,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,350.48387096774195,500.0,Epping Industrial,Cape Town,Western Cape,Per Month,24000.0
115804772,House,Yes,Yes,Unknown,3,3,1,1,1,2,2,1,2,419.0,353.75,Clifton,Cape Town,Western Cape,Per Month,200000.0
115741479,Apartment / Flat,Yes,No,Unknown,3,3,1,1,1,2,1,0,1,354.0,546.0,Bantry Bay,Cape Town,Western Cape,Per Month,150000.0
115689830,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,55.0,97.25806451612904,Woodstock,Cape Town,Western Cape,Per Month,6930.0
115605290,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,85.27272727272727,68.0,Westlake,Cape Town,Western Cape,Per Month,15640.0
115646686,House,Yes,Yes,Unknown,1,2,1,1,1,2,1,0,2,269.0,50.0,Observatory,Johannesburg,Gauteng,Per Month,6000.0
115258096,House,No,Yes,Unknown,3,1,1,1,1,2,2,0,1,850.0,144.75,Camps Bay,Cape Town,Western Cape,Per Month,40000.0
115485111,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,250.0,250.0,Woodstock,Cape Town,Western Cape,Per Month,27500.0
115484591,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,204.0,204.0,Woodstock,Cape Town,Western Cape,Per Month,22440.0
115746864,Apartment / Flat,Yes,Yes,Unknown,2,2,1,1,1,1,1,0,1,153.5625,71.0,Sea Point,Cape Town,Western Cape,Per Month,32500.0
115813998,Apartment / Flat,No,Yes,Unknown,1,1,1,1,1,1,1,1,1,354.0,200.0,Newlands,Cape Town,Western Cape,Per Month,16500.0
115810933,Townhouse,No,Yes,Unknown,2,1,1,1,1,2,1,0,1,354.0,200.0,Pelican Park,Cape Town,Western Cape,Per Month,7500.0
114286275,House,Yes,No,Unknown,4,5,1,1,1,2,2,0,2,991.0,200.0,Llandudno,Cape Town,Western Cape,Per Month,90000.0
115711375,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,70.25,68.0,Camps Bay,Cape Town,Western Cape,Per Month,20000.0
115778964,House,No,Yes,Unknown,3,2,1,1,1,2,2,0,2,354.0,256.0,Wynberg Upper,Cape Town,Western Cape,Per Month,35000.0
115811836,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,51.5,52.0,Sea Point,Cape Town,Western Cape,Per Month,13500.0
115765070,Apartment / Flat,Yes,Yes,Unknown,1,1,1,1,1,1,1,0,1,61.0,51.0,Cape Town City Centre,Cape Town,Western Cape,Per Month,17500.0
115696022,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,515.3333333333334,297.2,Cape Town City Centre,Cape Town,Western Cape,Per Month,2250.0
115814154,Commercial,Yes,No,Unknown,1,2,1,1,1,5,5,0,5,80.0,80.0,Gardens,Cape Town,Western Cape,Per Month,15000.0
115500646,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,645.2,623.2,Foreshore,Cape Town,Western Cape,Per Month,224200.0
115498429,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,240.0,240.0,Cape Town City Centre,Cape Town,Western Cape,Per Month,84000.0
115598031,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,602.0,602.0,Plumstead,Cape Town,Western Cape,Per Month,150500.0
115789058,House,Yes,No,Unknown,3,2,1,1,1,3,2,0,2,650.0,200.0,Silvertree Estate,Cape Town,Western Cape,Per Month,75000.0
115798457,Apartment / Flat,Yes,No,Unknown,2,1,1,1,1,1,1,0,1,119.0,72.0,Gardens,Cape Town,Western Cape,Per Month,21000.0
115809789,House,Yes,Yes,Unknown,6,5,1,1,1,2,1,1,2,966.0,200.0,Camps Bay,Cape Town,Western Cape,Per Day,29106.785714285714
115478970,Commercial,Unknown,No,Unknown,1,1,1,1,1,2,5,0,5,340.0,340.0,Woodstock,Cape Town,Western Cape,Per Month,41200.0
115755181,Apartment / Flat,Yes,No,Unknown,3,2,1,1,1,1,1,1,1,140.0,140.0,Camps Bay,Cape Town,Western Cape,Per Month,55000.0
115748572,Apartment / Flat,Yes,No,Unknown,1,1,1,1,1,1,1,0,1,317.25,50.0,Cape Town City Centre,Cape Town,Western Cape,Per Month,20000.0
115747072,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,51.0,51.0,Claremont,Cape Town,Western Cape,Per m²,170.0
108968509,House,Yes,No,Unknown,4,3,1,1,1,2,2,0,2,490.0,280.0,St James,Cape Town,Western Cape,Per Month,40000.0
111302834,Apartment / Flat,Yes,No,Unknown,0,1,1,1,1,1,1,1,1,61.0,58.333333333333336,Cape Town City Centre,Cape Town,Western Cape,Per Month,14000.0
115487290,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,792.5,834.4117647058823,Airport Industria,Cape Town,Western Cape,Per Month,115200.0
115774696,House,Yes,Yes,Unknown,5,5,1,1,1,4,2,0,2,620.0,200.0,Silvertree Estate,Cape Town,Western Cape,Per Month,95000.0
107222892,House,No,Yes,Unknown,3,1,1,1,1,3,2,0,2,743.0,200.0,Rondebosch Park Estate,Cape Town,Western Cape,Per Month,29500.0
115664817,Commercial,No,No,Yes,1,2,1,1,1,5,5,0,5,780.0,780.0,Salt River,Cape Town,Western Cape,Per m²,160.0
115664703,Commercial,No,No,Yes,1,2,1,1,1,5,5,0,5,343.0,343.0,Salt River,Cape Town,Western Cape,Per m²,135.0
115664641,Commercial,No,No,Yes,1,2,1,1,1,5,5,0,5,687.0,687.0,Salt River,Cape Town,Western Cape,Per m²,135.0
115753016,Apartment / Flat,Yes,No,Unknown,1,1,1,1,1,1,1,0,1,153.5625,96.54054054054055,Sea Point,Cape Town,Western Cape,Per Month,35000.0
115755180,Apartment / Flat,Yes,No,Unknown,3,2,1,1,1,1,1,0,1,140.0,140.0,Camps Bay,Cape Town,Western Cape,Per Month,55000.0
115809574,Apartment / Flat,No,No,Unknown,5,1,1,1,1,1,1,0,1,61.0,58.333333333333336,Cape Town City Centre,Cape Town,Western Cape,Per Month,8650.0
115804727,House,No,Yes,Unknown,4,2,1,1,1,5,2,0,3,564.0,200.0,Surrey Estate,Cape Town,Western Cape,Per Month,17500.0
115487356,Commercial,Yes,No,Yes,1,2,2,1,1,4,5,0,5,544.0,544.0,Woodstock,Cape Town,Western Cape,Per Month,65950.0
115483671,Commercial,Unknown,No,No,1,1,1,1,1,3,5,0,5,230.0,230.0,Tokai,Cape Town,Western Cape,Per Month,28750.0
115634442,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,300.0,300.0,Cape Town City Centre,Cape Town,Western Cape,Per Month,55500.0
115747607,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,418.77777777777777,415.0,Mowbray,Cape Town,Western Cape,Per Month,70550.0
115500965,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,645.2,450.0,Foreshore,Cape Town,Western Cape,Per Month,90000.0
115732535,Apartment / Flat,Yes,No,Unknown,2,1,1,1,1,1,1,1,1,130.0,90.0,Claremont Upper,Cape Town,Western Cape,Per Month,14500.0
115777363,House,No,Yes,Unknown,3,2,1,1,1,1,2,0,2,170.0,229.0,Observatory,Cape Town,Western Cape,Per Month,25000.0
115822419,Apartment / Flat,Yes,No,Unknown,0,1,1,1,1,1,1,0,1,51.5,52.0,Sea Point,Cape Town,Western Cape,Per Month,10500.0
115491406,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,218.0,218.0,Salt River,Cape Town,Western Cape,Per Month,31610.0
115735924,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,227.0,227.0,Diep River,Cape Town,Western Cape,Per Month,68967.34042553192
115735846,Industrial,No,No,Unknown,2,3,1,0,0,0,0,0,0,350.48387096774195,350.0,Epping Industrial,Cape Town,Western Cape,Per Month,22223.0
115735523,Commercial,No,No,Unknown,1,3,1,1,1,5,5,0,5,107.46666666666667,70.0,Woodstock,Cape Town,Western Cape,Per Month,8950.0
115669372,Industrial,No,No,Unknown,2,1,1,0,0,0,0,0,0,792.5,834.4117647058823,Airport Industria,Cape Town,Western Cape,Per Month,107911.0
115501430,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,135.5,176.0,Bo Kaap,Cape Town,Western Cape,Per Month,29040.0
115477330,Commercial,Unknown,No,Unknown,1,1,1,1,1,2,5,0,5,510.0,510.0,Woodstock,Cape Town,Western Cape,Per Month,59950.0
114747645,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,354.0,200.0,Epping Industrial,Cape Town,Western Cape,Per Month,168400.0
115753164,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,70.0,Salt River,Cape Town,Western Cape,Per Month,15000.0
110044765,House,Unknown,Yes,Unknown,4,5,1,1,1,2,2,0,1,592.25,336.0,Tamboerskloof,Cape Town,Western Cape,Per Month,90000.0
115477299,Commercial,No,No,No,1,2,1,1,1,4,5,0,5,241.1382113821138,162.0,Cape Town City Centre,Cape Town,Western Cape,Per Month,25920.0
115734492,Apartment / Flat,Yes,No,Unknown,2,2,1,1,1,1,1,0,1,71.0,73.0,Observatory,Cape Town,Western Cape,Per Month,24500.0
115779059,Apartment / Flat,Yes,Yes,Unknown,5,1,1,1,1,1,1,0,1,153.5625,96.54054054054055,Sea Point,Cape Town,Western Cape,Per Month,25000.0
115813777,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,105.0,103.31395348837209,Cape Town City Centre,Cape Town,Western Cape,Per Month,8400.0
115805284,House,Yes,Yes,Unknown,4,4,1,1,1,2,2,0,2,840.0,200.0,Camps Bay,Cape Town,Western Cape,Per Day,29106.785714285714
115480872,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,792.5,834.4117647058823,Airport Industria,Cape Town,Western Cape,Per Month,115400.0
115821654,House,No,Yes,Unknown,3,2,1,1,1,1,2,0,2,354.0,200.0,Sybrand Park,Cape Town,Western Cape,Per Month,21000.0
115583517,House,Yes,Yes,Unknown,4,4,1,1,1,2,2,0,2,795.0,231.0,Camps Bay,Cape Town,Western Cape,Per Month,95000.0
111272269,Apartment / Flat,Yes,No,Unknown,3,2,1,1,1,1,1,0,1,140.0,168.0,Camps Bay,Cape Town,Western Cape,Per Month,65000.0
115485283,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,801.0,800.0,Gardens,Cape Town,Western Cape,Per Month,120000.0
115814586,House,No,Yes,Unknown,4,2,1,1,1,1,2,0,2,354.0,200.0,Tokai,Cape Town,Western Cape,Per Month,40000.0
115734030,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,197.0,197.0,Maitland,Cape Town,Western Cape,Per Month,12805.0
115794139,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,180.0,180.0,Woodstock,Cape Town,Western Cape,Per Month,34770.0
112595259,Apartment / Flat,Yes,No,Unknown,2,2,1,1,1,2,1,0,1,112.0,100.0,Bantry Bay,Cape Town,Western Cape,Per Month,40000.0
115794053,Apartment / Flat,Yes,No,Unknown,5,1,1,1,1,1,1,0,1,317.25,89.45714285714286,Cape Town City Centre,Cape Town,Western Cape,Per Month,18000.0
115556816,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,645.2,623.2,Foreshore,Cape Town,Western Cape,Per Month,81544.0
101573120,Apartment / Flat,Yes,No,Unknown,2,1,1,1,1,1,1,0,1,88.0,122.66666666666667,Tamboerskloof,Cape Town,Western Cape,Per Month,20000.0
