listing_number,property_type,furnished,pets_allowed,backup_water,bedrooms,bathrooms,kitchen,lounge,dining_room,parking,garden,pool,garage,erf_size (m²),floor_area (m²),suburb,city,province,price_type,price (ZAR)
115507786,House,No,Yes,Unknown,3,2,1,1,2,2,2,0,2,354.0,200.0,Bainsvlei,Bloemfontein,Free State,Per Month,11000.0
115683250,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,133.0,133.0,Willows,Bloemfontein,Free State,Per Month,2600.0
115592456,House,No,Yes,Unknown,3,2,1,1,1,2,1,0,2,354.0,276.0,Pellissier,Bloemfontein,Free State,Per Month,11025.0
115682813,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Oranjesig,Bloemfontein,Free State,Per Month,3300.0
115676906,House,No,No,Unknown,1,1,1,1,1,1,2,0,2,354.0,200.0,Bloemside 2,Bloemfontein,Free State,Per Month,2300.0
115552311,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,62.0,Langenhovenpark,Bloemfontein,Free State,Per Month,4800.0
108552680,Townhouse,No,No,Unknown,2,1,1,1,1,1,1,1,1,354.0,67.0,Langenhovenpark,Bloemfontein,Free State,Per Month,6100.0
115481785,House,Unknown,Yes,Unknown,4,2,1,1,1,2,1,0,2,354.0,313.0,Pellissier,Bloemfontein,Free State,Per Month,13500.0
115409907,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,578.5,870.0,Oos Einde,Bloemfontein,Free State,Per Month,35000.0
115539581,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,354.0,294.0,Estoire,Bloemfontein,Free State,Per m²,62.0
115604052,Townhouse,No,Yes,Unknown,2,1,1,1,1,1,1,0,1,179.5,101.28571428571429,Langenhovenpark,Bloemfontein,Free State,Per Month,7400.0
115689723,Townhouse,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Hillside,Bloemfontein,Free State,Per Month,6995.0
115724868,Townhouse,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,179.5,101.28571428571429,Langenhovenpark,Bloemfontein,Free State,Per Month,8450.0
115403632,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,135.0,Westdene,Bloemfontein,Free State,Per m²,140.0
115401935,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,589.0,Hamilton,Bloemfontein,Free State,Per m²,50.0
115539151,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Fichardt Park,Bloemfontein,Free State,Per Month,6000.0
115644110,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,100.0,80.0,Heuwelsig,Bloemfontein,Free State,Per Month,4550.0
115606942,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Navalsig,Bloemfontein,Free State,Per Month,4900.0
115524383,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Fichardt Park,Bloemfontein,Free State,Per Month,5500.0
115538585,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Dan Pienaar,Bloemfontein,Free State,Per Month,5800.0
115398673,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,67.0,Langenhovenpark,Bloemfontein,Free State,Per Month,6900.0
115487257,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,124.5,73.0,Dan Pienaar,Bloemfontein,Free State,Per m²,308.3333333333333
112927711,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,764.0,200.0,Bloemfontein Central,Bloemfontein,Free State,Per Month,1790.0
115725486,Apartment / Flat,Unknown,No,Unknown,3,2,1,1,1,1,1,0,1,354.0,200.0,Pentagon Park,Bloemfontein,Free State,Per Month,12100.0
115725452,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,238.44444444444446,90.0,Westdene,Johannesburg,Gauteng,Per Month,13100.0
115725257,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,90.0,Westdene,Johannesburg,Gauteng,Per m²,145.0
115724943,Townhouse,No,No,Unknown,3,1,1,1,1,1,1,0,1,179.5,101.28571428571429,Langenhovenpark,Bloemfontein,Free State,Per Month,9200.0
110634005,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,126.0,74.0,Brandwag,Bloemfontein,Free State,Per Month,15000.0
115724409,Townhouse,Unknown,No,Unknown,3,1,1,1,1,1,1,1,2,179.5,101.28571428571429,Langenhovenpark,Bloemfontein,Free State,Per Month,9500.0
113535989,Townhouse,No,Yes,Unknown,3,3,1,1,1,1,1,1,2,400.0,270.0,Wild Olive Estate,Bloemfontein,Free State,Per Month,27000.0
115720879,Townhouse,No,No,Unknown,2,2,1,1,1,1,1,1,1,179.5,115.0,Langenhovenpark,Bloemfontein,Free State,Per Month,7000.0
115697700,House,No,Yes,Unknown,4,2,1,1,1,2,2,0,1,984.0,200.0,Fauna,Bloemfontein,Free State,Per Month,13980.0
115677103,House,No,Yes,Unknown,4,3,1,1,1,2,1,1,2,826.0,340.0,Wild Olive Estate,Bloemfontein,Free State,Per Month,32500.0
115711447,Townhouse,Unknown,Yes,Unknown,3,2,1,1,1,1,1,0,1,149.0,112.0,Heuwelsig,Kimberley,Northern Cape,Per Month,9500.0
111956771,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,95.0,Westdene,Johannesburg,Gauteng,Per m²,125.0
113876617,Apartment / Flat,No,No,No,2,1,1,1,1,1,1,0,1,354.0,50.0,Universitas Ridge,Bloemfontein,Free State,Per Month,5700.0
115684542,Apartment / Flat,No,Yes,Yes,2,1,1,1,1,2,1,0,1,200.0,70.0,Pellissier,Bloemfontein,Free State,Per Month,6500.0
115629609,Townhouse,No,Yes,Yes,3,2,2,1,1,1,1,0,2,354.0,147.0,Pentagon Park,Bloemfontein,Free State,Per Month,13000.0
115160545,Apartment / Flat,No,No,Yes,2,1,1,1,1,1,1,0,1,354.0,200.0,Bayswater,Bloemfontein,Free State,Per Month,10300.0
115663523,Apartment / Flat,No,No,No,2,1,1,1,1,2,1,1,1,354.0,66.0,Vredenhof SH,Bloemfontein,Free State,Per Month,7250.0
115574876,Townhouse,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Willows,Bloemfontein,Free State,Per Month,5880.0
115468496,Apartment / Flat,No,No,Unknown,1,1,1,1,1,2,1,0,1,145.0,76.5,Westdene,Bloemfontein,Free State,Per Month,6200.0
115393698,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,78.0,Langenhovenpark,Bloemfontein,Free State,Per Month,7200.0
115467222,Townhouse,No,Yes,Unknown,3,2,1,1,1,1,1,0,2,149.0,134.0,Heuwelsig,Bloemfontein,Free State,Per Month,11000.0
115568750,Apartment / Flat,No,Yes,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Fichardt Park,Bloemfontein,Free State,Per Month,5800.0
115643852,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Arboretum,Bloemfontein,Free State,Per Month,5900.0
115567667,House,No,No,Unknown,3,2,1,1,1,2,2,0,2,354.0,200.0,Mandela View,Bloemfontein,Free State,Per Month,10000.0
115498039,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,1,1,354.0,200.0,Dan Pienaar,Bloemfontein,Free State,Per Month,8200.0
115597998,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Bloemfontein Rural,Bloemfontein,Free State,Per Month,4975.0
105728596,House,Yes,No,Unknown,3,2,1,1,1,2,2,0,2,354.0,200.0,Universitas,Bloemfontein,Free State,Per Month,4000.0
115394189,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,990.0,151.0,Westdene,Bloemfontein,Free State,Per Month,2900.0
115390902,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,650.0,248.0,Bloemfontein Central,Bloemfontein,Free State,Per m²,85.0
115403959,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,135.0,Westdene,Bloemfontein,Free State,Per m²,126.0
115682716,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,145.0,76.5,Westdene,Bloemfontein,Free State,Per Month,5400.0
115540152,Apartment / Flat,Yes,No,Unknown,3,1,1,1,1,1,1,0,1,133.0,133.0,Willows,Bloemfontein,Free State,Per Month,3300.0
115233569,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,232.0,Westdene,Johannesburg,Gauteng,Per m²,140.0
103923666,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,133.0,133.0,Willows,Bloemfontein,Free State,Per Month,4900.0
115726087,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,1,1,354.0,200.0,Pellissier,Bloemfontein,Free State,Per Month,8500.0
109408827,House,No,Yes,Unknown,4,2,1,1,1,2,2,0,2,354.0,200.0,Dan Pienaar,Bloemfontein,Free State,Per Month,18700.0
115556426,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Estoire,Bloemfontein,Free State,Per Month,4000.0
115502318,House,No,Yes,Unknown,3,2,1,1,1,2,1,0,2,354.0,200.0,Bochabela,Bloemfontein,Free State,Per Month,7500.0
115557378,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,600.0,Oos Einde,Bloemfontein,Free State,Per Month,24000.0
115541874,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,578.5,600.0,Oos Einde,Bloemfontein,Free State,Per Month,24000.0
115662633,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Gardeniapark,Bloemfontein,Free State,Per Month,4550.0
115631330,Apartment / Flat,No,Yes,Unknown,1,1,1,1,1,1,1,0,1,200.0,64.5,Pellissier,Bloemfontein,Free State,Per Month,5500.0
115497915,Apartment / Flat,Yes,No,Unknown,5,1,1,1,1,1,1,0,1,354.0,200.0,Brandwag,Bloemfontein,Free State,Per Month,3500.0
115168005,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,990.0,222.0,Park West,Bloemfontein,Free State,Per m²,220.0
115134030,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Fauna,Bloemfontein,Free State,Per Month,4750.0
115654613,Apartment / Flat,Yes,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,92.5,Universitas,Bloemfontein,Free State,Per Month,5950.0
115655302,House,Unknown,Yes,Unknown,2,1,1,1,1,2,2,0,2,354.0,200.0,Oranjesig,Bloemfontein,Free State,Per Month,6300.0
115537538,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,82.0,Estoire,Bloemfontein,Free State,Per m²,80.0
115583751,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,251.57534246575344,Westdene,Bloemfontein,Free State,Per m²,45.0
115272028,House,No,Yes,Unknown,3,1,1,1,1,4,2,0,2,354.0,200.0,Bainsvlei,Bloemfontein,Free State,Per Month,8500.0
115445446,Townhouse,No,Yes,Unknown,3,2,1,1,1,1,1,0,2,354.0,243.0,Shellyvale,Bloemfontein,Free State,Per Month,18600.0
115218465,Commercial,Unknown,No,Unknown,1,3,2,1,1,3,5,0,5,354.0,338.0,Shellyvale,Bloemfontein,Free State,Per Month,42000.0
115135044,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,69.0,Westdene,Johannesburg,Gauteng,Per m²,140.0
115507236,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,732.0,67.0,Westdene,Bloemfontein,Free State,Per Month,7500.0
115557958,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,200.0,Fleurdal,Bloemfontein,Free State,Per Month,12000.0
112567925,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,200.0,Dan Pienaar,Bloemfontein,Free State,Per Month,4200.0
115682785,House,No,No,Unknown,1,1,1,1,1,1,2,0,2,354.0,200.0,Dan Pienaar,Bloemfontein,Free State,Per Month,2600.0
106863389,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,62.0,Langenhovenpark,Bloemfontein,Free State,Per Month,4300.0
115088346,Industrial,No,No,Unknown,2,4,1,0,0,4,0,0,0,354.0,200.0,Hamilton,Bloemfontein,Free State,Per Month,89892.0
115682814,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Bloemfontein Central,Bloemfontein,Free State,Per Month,6500.0
106467554,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,2,1,0,1,354.0,200.0,Fichardt Park,Bloemfontein,Free State,Per Month,5900.0
115507717,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Pellissier,Bloemfontein,Free State,Per Month,6700.0
115531024,House,No,Yes,Unknown,5,4,1,1,1,2,2,0,2,995.0,200.0,Waverley,Bloemfontein,Free State,Per Month,25000.0
111978561,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,151.0,Westdene,Johannesburg,Gauteng,Per m²,140.0
115705570,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,133.0,133.0,Willows,Bloemfontein,Free State,Per Month,3950.0
115598410,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,124.5,74.0,Dan Pienaar,Bloemfontein,Free State,Per m²,327.0
115598327,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,124.5,93.125,Dan Pienaar,Bloemfontein,Free State,Per m²,780.0
115604063,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,62.0,Langenhovenpark,Bloemfontein,Free State,Per Month,6181.0
115576098,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Generaal De Wet,Bloemfontein,Free State,Per Month,6600.0
115662866,Apartment / Flat,No,Yes,Unknown,1,1,1,1,1,1,1,0,1,354.0,62.0,Langenhovenpark,Bloemfontein,Free State,Per Month,4500.0
115129775,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,354.0,200.0,Hamilton,Bloemfontein,Free State,Per Month,89891.0
115648326,House,Unknown,Yes,Unknown,3,1,1,1,1,2,1,0,2,86.0,86.0,Universitas,Bloemfontein,Free State,Per Month,9275.0
106349670,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,62.0,Langenhovenpark,Bloemfontein,Free State,Per Month,4000.0
115425200,Commercial,Unknown,No,Unknown,1,2,1,1,1,3,5,0,5,666.0,228.0,Bloemfontein Central,Bloemfontein,Free State,Per m²,85.0
115424845,Townhouse,Unknown,Yes,Unknown,2,2,1,1,1,1,1,0,2,149.0,123.0,Heuwelsig,Bloemfontein,Free State,Per Month,11000.0
115089508,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,847.0,847.0,Ribblesdale,Bloemfontein,Free State,Per Month,38115.0
115422875,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,103.0,103.0,Dan Pienaar,Bloemfontein,Free State,Per m²,260.0
115363050,House,No,Yes,Unknown,2,1,1,1,1,2,2,0,2,264.0,260.0,Kagisanong,Bloemfontein,Free State,Per Month,6300.0
115357867,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,354.0,450.0,Hilton,Bloemfontein,Free State,Per m²,43.0
115556293,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,354.0,460.0,Oranjesig,Bloemfontein,Free State,Per Month,69000.0
115683389,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,543.0,Westdene,Bloemfontein,Free State,Per m²,160.0
115287675,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,100.0,100.0,Langenhovenpark,Bloemfontein,Free State,Per Month,7400.0
115371749,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,108.0,Westdene,Bloemfontein,Free State,Per m²,132.0
112861883,Townhouse,No,Yes,Unknown,2,1,1,1,1,1,1,1,1,179.5,101.28571428571429,Langenhovenpark,Bloemfontein,Free State,Per Month,7800.0
115253791,Townhouse,Unknown,No,Unknown,4,3,1,1,1,2,1,0,1,354.0,200.0,Bayswater,Bloemfontein,Free State,Per Month,12500.0
115683414,Townhouse,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Spitskop SH,Bloemfontein,Free State,Per Month,6370.0
115540805,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,354.0,135.0,Bainsvlei,Bloemfontein,Free State,Per Month,5800.0
115425045,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,280.0,280.0,Hilton,Bloemfontein,Free State,Per Month,15900.0
115129749,Commercial,Unknown,No,Unknown,1,2,1,1,1,2,5,0,5,238.44444444444446,69.0,Westdene,Johannesburg,Gauteng,Per Month,7374.0
106247858,Townhouse,Unknown,Yes,Unknown,3,1,1,1,1,1,1,0,1,179.5,101.28571428571429,Langenhovenpark,Bloemfontein,Free State,Per Month,6850.0
108329621,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Fauna,Bloemfontein,Free State,Per Month,4500.0
115428731,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,200.0,Pellissier,Bloemfontein,Free State,Per Month,6500.0
114400848,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,145.0,76.5,Westdene,Bloemfontein,Free State,Per Month,2205.0
115129800,Commercial,Unknown,No,Unknown,1,3,1,1,1,5,5,0,5,260.1764705882353,220.0,Westdene,Johannesburg,Gauteng,Per Month,26400.0
115491517,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,280.0,149.0,Hilton,Bloemfontein,Free State,Per Month,9210.0
102396806,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Bloemfontein Central,Bloemfontein,Free State,Per Month,4200.0
115487744,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,124.5,93.125,Dan Pienaar,Bloemfontein,Free State,Per m²,308.3333333333333
113921208,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Navalsig,Bloemfontein,Free State,Per Month,4900.0
115546757,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Fleurdal,Bloemfontein,Free State,Per Month,6275.0
112314125,Apartment / Flat,Unknown,No,No,1,1,1,1,1,1,1,0,1,354.0,92.5,Universitas,Bloemfontein,Free State,Per Month,5500.0
114957309,Commercial,No,No,Unknown,1,2,1,1,1,1,5,0,5,612.9583333333334,65.0,Westdene,Johannesburg,Gauteng,Per m²,106.0
111958308,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Groenvlei SH,Bloemfontein,Free State,Per Month,10500.0
115459826,Townhouse,No,Yes,Unknown,4,2,1,1,1,1,1,0,2,179.5,101.28571428571429,Langenhovenpark,Bloemfontein,Free State,Per Month,13500.0
113929624,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,902.0,151.0,Westdene,Johannesburg,Gauteng,Per Month,5500.0
115466823,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Brandwag,Bloemfontein,Free State,Per Month,2650.0
115339002,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,990.0,220.0,Park West,Bloemfontein,Free State,Per m²,180.0
115424521,Townhouse,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,84.0,Estoire,Bloemfontein,Free State,Per Month,7500.0
115402227,Commercial,No,No,Unknown,3,3,1,1,1,3,5,0,5,388.5,268.0,Langenhovenpark,Bloemfontein,Free State,Per m²,115.0
115533584,House,Unknown,Yes,Unknown,3,2,1,1,1,3,1,0,2,947.0,200.0,Uitsig,Bloemfontein,Free State,Per Month,10995.0
115584158,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,160.0,160.0,Westdene,Bloemfontein,Free State,Per Month,22000.0
114897535,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,251.57534246575344,Westdene,Johannesburg,Gauteng,Per m²,215.0
112824814,Apartment / Flat,Yes,No,No,2,1,1,1,1,1,1,1,1,354.0,200.0,Fleurdal,Bloemfontein,Free State,Per Month,9500.0
115193597,Commercial,Unknown,No,Unknown,1,2,1,1,1,3,5,0,5,388.5,348.0,Langenhovenpark,Bloemfontein,Free State,Per m²,125.0
114668353,Apartment / Flat,No,Yes,Unknown,3,3,1,1,1,1,1,0,1,354.0,55.0,Universitas,Bloemfontein,Free State,Per Month,9750.0
115327244,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,990.0,100.0,Westdene,Bloemfontein,Free State,Per Month,12635.0
115591822,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,133.0,133.0,Willows,Bloemfontein,Free State,Per Month,4900.0
115306783,House,Unknown,Yes,Unknown,4,3,2,1,1,2,1,1,2,354.0,358.0,Pentagon Park,Bloemfontein,Free State,Per Month,22000.0
115376957,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,550.0,151.0,Westdene,Bloemfontein,Free State,Per Month,5800.0
111977987,Commercial,No,No,Unknown,1,2,1,1,1,1,5,0,5,612.9583333333334,145.0,Westdene,Johannesburg,Gauteng,Per m²,73.0
115518235,House,Unknown,Yes,Unknown,2,2,1,1,1,2,1,0,2,354.0,200.0,Bloemfontein Rural,Bloemfontein,Free State,Per Month,6275.0
115404541,House,Unknown,Yes,Unknown,2,2,1,1,1,2,1,1,2,600.0,160.0,Hillside,Bloemfontein,Free State,Per Month,9300.0
115472761,House,No,Yes,Unknown,4,2,1,1,1,4,1,0,2,354.0,200.0,Rayton,Bloemfontein,Free State,Per Month,22000.0
115433599,House,Unknown,Yes,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Motse Papiki Moilwa,Bloemfontein,Free State,Per Month,4400.0
115322559,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,260.1764705882353,146.0,Westdene,Bloemfontein,Free State,Per Month,28050.0
112283054,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,354.0,940.0,Quaggafontein,Bloemfontein,Free State,Per m²,74.0
115358268,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,612.9583333333334,251.57534246575344,Westdene,Bloemfontein,Free State,Per m²,125.0
115396130,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Fichardt Park,Bloemfontein,Free State,Per Month,4600.0
115517168,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,220.0,Navalsig,Bloemfontein,Free State,Per Month,19900.0
115556622,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,238.44444444444446,108.91176470588235,Westdene,Bloemfontein,Free State,Per Month,7150.0
115339366,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,388.5,71.0,Langenhovenpark,Bloemfontein,Free State,Per m²,150.0
115637095,House,Unknown,Yes,Unknown,3,1,1,1,1,1,1,0,2,354.0,200.0,Grasslands,Bloemfontein,Free State,Per Month,5975.0
115346819,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,990.0,80.0,Arboretum,Bloemfontein,Free State,Per m²,140.0
115331302,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,260.1764705882353,155.0,Westdene,Bloemfontein,Free State,Per Month,24232.0
114869838,Commercial,Yes,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,200.0,Brandwag,Bloemfontein,Free State,Per Month,3590.0
115391234,Industrial,Unknown,No,Unknown,2,4,2,0,0,4,0,0,0,950.0,950.0,Hamilton,Bloemfontein,Free State,Per m²,85.0
109151936,House,No,Yes,Unknown,4,1,1,1,1,4,1,0,2,354.0,200.0,Waterbron SH,Bloemfontein,Free State,Per Month,12000.0
115326937,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,238.44444444444446,69.0,Westdene,Bloemfontein,Free State,Per Month,9740.0
114829032,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,275.0,63.0,Westdene,Johannesburg,Gauteng,Per m²,120.0
115472961,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,764.0,200.0,Bloemfontein Central,Bloemfontein,Free State,Per Month,5000.0
115583788,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,260.1764705882353,150.0,Westdene,Bloemfontein,Free State,Per Month,18952.0
115157849,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Arboretum,Bloemfontein,Free State,Per Month,6800.0
110872084,Apartment / Flat,Yes,No,No,1,1,1,1,1,1,1,0,1,354.0,200.0,Brandwag,Bloemfontein,Free State,Per Month,4850.0
115717381,Apartment / Flat,Unknown,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Arboretum,Bloemfontein,Free State,Per Month,3362.0
114923407,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,388.5,72.0,Langenhovenpark,Bloemfontein,Free State,Per m²,115.0
115438449,Townhouse,No,Yes,Unknown,2,1,1,1,1,1,1,0,1,149.0,123.0,Heuwelsig,Bloemfontein,Free State,Per Month,9200.0
115303673,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,990.0,338.0,Arboretum,Bloemfontein,Free State,Per Month,42000.0
112535972,Apartment / Flat,Yes,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,62.0,Langenhovenpark,Bloemfontein,Free State,Per Month,4500.0
114784096,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,845.0,280.0,Arboretum,Bloemfontein,Free State,Per m²,140.0
114784021,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,845.0,100.0,Arboretum,Bloemfontein,Free State,Per m²,145.0
115436974,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,1,1,354.0,55.0,Universitas,Bloemfontein,Free State,Per Month,7140.0
115314092,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,990.0,58.0,Westdene,Bloemfontein,Free State,Per m²,124.0
114774798,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,354.0,450.0,Hilton,Bloemfontein,Free State,Per m²,45.0
115448626,Townhouse,No,No,Unknown,3,2,1,1,1,2,1,0,1,354.0,147.0,Pentagon Park,Bloemfontein,Free State,Per Month,13000.0
115536883,House,Unknown,Yes,Unknown,3,1,1,1,1,1,2,0,1,495.8333333333333,214.5,Westdene,Bloemfontein,Free State,Per Month,15000.0
115353958,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,990.0,151.0,Westdene,Bloemfontein,Free State,Per Month,6000.0
114555293,Townhouse,No,No,Unknown,2,2,1,1,1,1,1,0,1,354.0,128.0,Pellissier,Bloemfontein,Free State,Per Month,8000.0
115612308,Townhouse,Unknown,No,Unknown,2,2,1,1,1,1,1,0,1,354.0,200.0,Heuwelsig,Bloemfontein,Free State,Per Month,4500.0
114726240,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,133.0,Fauna,Bloemfontein,Free State,Per m²,168.0
